,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
399,Good,70.0,284,2,71.0,18,0,0,100.0,-7,7,8,19,4,32.0,0,10,10,31.0,100.0,9.0,6.0,0,94.0
400,Bad,75.0,52,3,17.0,10,0,0,100.0,-7,7,8,10,6,60.0,0,4,4,4.0,71.0,1.0,5.0,0,75.0
401,Bad,66.0,210,5,74.0,31,1,1,97.0,-8,6,6,34,3,67.0,0,1,1,30.0,90.0,3.0,2.0,0,56.0
402,Bad,67.0,137,1,54.0,15,0,0,82.0,38,6,6,17,1,24.0,0,3,2,47.0,-8.0,4.0,1.0,1,60.0
403,Good,72.0,269,2,86.0,25,0,0,85.0,0,4,6,26,1,12.0,0,2,2,1.0,-8.0,3.0,1.0,0,29.0
404,Bad,67.0,-8,4,20.0,17,1,1,100.0,-7,6,8,18,8,17.0,-7,1,1,10.0,89.0,2.0,2.0,1,29.0
405,Bad,73.0,420,97,208.0,7,0,0,88.0,64,6,6,8,0,25.0,0,0,0,76.0,-8.0,3.0,-8.0,2,75.0
406,Bad,59.0,116,10,70.0,3,1,1,75.0,11,0,2,4,1,100.0,0,1,1,-8.0,77.0,-8.0,2.0,-8,100.0
407,Good,57.0,151,22,102.0,4,6,6,60.0,80,6,2,10,0,100.0,0,1,1,-8.0,-8.0,-8.0,1.0,-8,100.0
409,Bad,65.0,-8,3,101.0,19,0,0,90.0,5,4,6,21,3,43.0,15,0,0,59.0,-8.0,4.0,1.0,3,50.0
410,Good,65.0,273,5,62.0,32,0,0,100.0,-7,7,8,51,4,59.0,-7,2,2,57.0,88.0,7.0,4.0,3,85.0
411,Bad,75.0,312,5,78.0,26,1,1,100.0,-7,7,8,26,4,31.0,-7,4,4,10.0,36.0,3.0,2.0,0,56.0
412,Good,72.0,324,11,94.0,23,0,0,100.0,-7,7,8,23,1,35.0,8,1,1,43.0,64.0,3.0,4.0,1,64.0
413,Bad,81.0,154,21,73.0,13,0,0,100.0,-7,7,8,13,0,23.0,0,0,0,46.0,-8.0,4.0,-8.0,0,67.0
414,Bad,57.0,257,7,81.0,11,5,3,40.0,7,1,3,15,1,40.0,0,1,1,11.0,-8.0,3.0,1.0,0,57.0
415,Bad,60.0,197,4,70.0,6,2,2,71.0,25,5,2,7,1,14.0,0,1,1,23.0,82.0,3.0,1.0,1,80.0
416,Good,71.0,197,9,87.0,12,0,0,77.0,56,6,6,13,1,54.0,-7,0,0,92.0,83.0,2.0,3.0,1,83.0
417,Bad,65.0,157,6,44.0,13,1,0,93.0,30,6,5,14,4,36.0,4,1,1,23.0,80.0,3.0,2.0,-8,67.0
418,Bad,70.0,154,8,124.0,9,1,0,70.0,5,3,5,24,1,50.0,-7,1,1,9.0,-8.0,1.0,1.0,0,40.0
419,Bad,66.0,87,13,38.0,14,1,1,93.0,29,6,6,16,0,67.0,0,0,0,48.0,75.0,2.0,3.0,1,83.0
420,Good,81.0,156,1,77.0,31,0,0,100.0,-7,7,8,37,2,39.0,0,4,4,13.0,-8.0,1.0,2.0,0,33.0
421,Good,70.0,88,16,48.0,12,0,0,100.0,-7,7,8,12,0,8.0,0,1,1,79.0,89.0,7.0,1.0,2,89.0
422,Good,83.0,265,6,83.0,16,0,0,100.0,-7,7,8,16,2,19.0,5,0,0,13.0,-8.0,1.0,1.0,0,22.0
423,Good,64.0,223,3,77.0,21,0,0,100.0,-7,7,8,21,1,10.0,0,6,6,93.0,-8.0,6.0,1.0,3,100.0
424,Good,64.0,285,4,134.0,20,1,1,100.0,-7,0,8,4,1,30.0,0,6,6,5.0,-8.0,4.0,1.0,1,75.0
425,Good,83.0,108,14,57.0,15,0,0,100.0,-7,7,8,15,0,27.0,0,2,2,6.0,54.0,3.0,2.0,0,56.0
426,Good,77.0,149,3,69.0,18,0,0,94.0,7,4,6,18,2,72.0,10,0,0,13.0,82.0,1.0,4.0,0,71.0
427,Bad,83.0,210,3,74.0,24,0,0,100.0,-7,7,8,24,3,29.0,0,3,3,11.0,87.0,2.0,2.0,0,40.0
428,Bad,54.0,324,3,79.0,22,6,5,70.0,3,0,2,37,2,37.0,-7,2,2,12.0,66.0,3.0,4.0,0,78.0
429,Good,66.0,115,7,109.0,35,0,0,100.0,-7,7,8,3,2,40.0,-7,1,1,82.0,67.0,4.0,4.0,3,90.0
430,Bad,84.0,241,4,93.0,17,0,0,95.0,28,6,6,40,3,53.0,-7,1,1,8.0,100.0,2.0,2.0,0,67.0
431,Good,65.0,390,8,90.0,10,3,2,71.0,27,6,2,14,1,29.0,0,4,4,43.0,-8.0,2.0,1.0,0,75.0
432,Bad,71.0,228,5,85.0,35,0,0,100.0,-7,7,8,40,3,40.0,-7,4,4,62.0,23.0,4.0,2.0,1,54.0
433,Bad,65.0,82,1,43.0,25,2,1,97.0,70,6,5,30,3,33.0,2,4,4,33.0,53.0,2.0,8.0,1,56.0
434,Good,84.0,196,13,144.0,48,0,0,100.0,-7,7,8,19,0,36.0,0,3,2,23.0,-8.0,4.0,1.0,1,56.0
435,Good,92.0,276,11,99.0,25,0,0,100.0,-7,7,8,28,1,29.0,6,0,0,0.0,-8.0,1.0,1.0,0,33.0
436,Bad,68.0,113,4,46.0,13,0,0,100.0,-7,7,8,14,3,50.0,6,0,0,54.0,-8.0,2.0,3.0,2,63.0
438,Good,85.0,177,4,63.0,11,0,0,100.0,-7,7,8,11,2,27.0,0,0,0,0.0,89.0,2.0,3.0,0,56.0
440,Bad,70.0,116,2,65.0,26,0,0,96.0,37,6,6,27,4,52.0,0,2,2,44.0,70.0,7.0,4.0,0,92.0
441,Good,87.0,266,15,137.0,24,0,0,100.0,-7,7,8,3,0,40.0,21,0,0,4.0,-8.0,4.0,2.0,0,46.0
443,Good,60.0,252,17,78.0,17,1,1,100.0,-7,7,8,20,0,50.0,-7,1,1,85.0,67.0,3.0,3.0,3,86.0
444,Bad,56.0,167,7,75.0,31,0,0,88.0,2,4,6,33,1,42.0,0,1,1,74.0,62.0,11.0,2.0,2,93.0
445,Bad,71.0,404,4,130.0,26,1,0,81.0,3,4,5,27,1,15.0,0,0,0,19.0,49.0,5.0,2.0,1,44.0
446,Good,76.0,157,15,93.0,10,2,1,91.0,40,6,5,11,0,18.0,-8,0,0,0.0,-8.0,0.0,-8.0,0,0.0
447,Good,88.0,170,3,87.0,14,0,0,100.0,-7,7,8,15,1,29.0,2,1,1,1.0,97.0,1.0,2.0,0,67.0
448,Bad,62.0,137,23,90.0,13,0,0,71.0,7,4,6,14,0,7.0,0,1,1,44.0,-8.0,4.0,-8.0,3,67.0
450,Good,89.0,148,15,79.0,11,0,0,100.0,-7,7,8,12,0,33.0,0,0,0,2.0,-8.0,3.0,1.0,0,80.0
451,Bad,47.0,150,15,78.0,21,4,2,75.0,2,3,2,28,0,57.0,0,1,1,77.0,-8.0,5.0,1.0,2,86.0
452,Good,67.0,125,6,57.0,19,2,0,81.0,12,6,5,22,4,19.0,23,1,0,16.0,48.0,3.0,3.0,0,55.0
453,Good,82.0,241,2,93.0,21,0,0,100.0,-7,7,8,22,1,32.0,1,1,1,12.0,98.0,3.0,2.0,1,56.0
454,Bad,56.0,349,2,83.0,35,0,0,89.0,21,6,6,38,7,39.0,0,3,3,74.0,83.0,11.0,5.0,6,85.0
455,Bad,79.0,192,20,122.0,4,0,0,100.0,-7,7,8,5,0,20.0,0,3,3,40.0,53.0,1.0,1.0,1,75.0
456,Bad,88.0,-8,10,98.0,23,0,0,100.0,-7,7,8,38,1,29.0,-7,2,2,1.0,35.0,6.0,2.0,0,73.0
457,Bad,80.0,250,1,76.0,10,0,0,92.0,-8,6,6,12,1,33.0,0,2,2,4.0,7.0,3.0,3.0,1,75.0
458,Good,76.0,111,15,63.0,9,0,0,100.0,-7,7,8,9,0,56.0,-8,0,0,92.0,82.0,2.0,2.0,2,100.0
459,Bad,58.0,149,4,64.0,30,0,0,93.0,34,6,6,30,3,37.0,0,3,3,90.0,77.0,7.0,8.0,4,83.0
460,Bad,71.0,132,2,53.0,10,1,0,85.0,23,6,5,13,2,46.0,0,1,1,36.0,85.0,4.0,2.0,1,100.0
461,Bad,60.0,92,16,58.0,19,4,3,78.0,5,3,2,23,0,57.0,-7,2,2,51.0,-8.0,2.0,1.0,0,60.0
462,Good,76.0,285,4,100.0,21,0,0,82.0,44,6,6,22,1,27.0,0,0,0,27.0,75.0,6.0,3.0,0,69.0
463,Bad,60.0,59,3,31.0,14,0,0,93.0,-8,6,6,14,4,36.0,0,5,4,57.0,48.0,8.0,4.0,1,100.0
464,Good,62.0,265,11,90.0,33,0,0,88.0,4,4,6,33,1,33.0,-7,0,0,35.0,48.0,6.0,5.0,1,50.0
465,Bad,58.0,258,1,81.0,16,0,0,89.0,9,4,6,18,3,33.0,-7,3,3,81.0,95.0,8.0,3.0,4,92.0
466,Good,74.0,-8,4,100.0,8,1,1,88.0,30,6,6,0,1,13.0,4,1,1,2.0,-8.0,1.0,1.0,0,43.0
467,Good,72.0,189,2,70.0,19,0,0,100.0,-7,7,8,22,2,41.0,-7,3,3,92.0,-8.0,6.0,1.0,4,78.0
468,Bad,83.0,104,15,54.0,22,0,0,100.0,-7,7,8,22,0,45.0,0,0,0,57.0,52.0,2.0,3.0,0,56.0
469,Bad,61.0,215,14,120.0,16,0,0,89.0,4,4,6,18,0,39.0,0,2,2,45.0,-8.0,5.0,1.0,2,67.0
470,Good,85.0,317,21,97.0,15,0,0,100.0,-7,7,8,31,0,27.0,-7,1,1,5.0,-8.0,3.0,-8.0,1,60.0
471,Good,80.0,88,8,48.0,16,0,0,100.0,-7,7,8,16,2,25.0,-7,0,0,3.0,-8.0,2.0,1.0,0,38.0
472,Bad,61.0,157,2,53.0,24,0,0,84.0,1,4,6,25,4,36.0,0,0,0,41.0,98.0,1.0,4.0,1,55.0
475,Bad,70.0,214,1,74.0,41,0,0,98.0,41,6,6,42,3,21.0,1,1,1,69.0,-8.0,15.0,3.0,3,95.0
476,Good,92.0,-8,37,103.0,19,0,0,100.0,-7,7,8,0,0,26.0,0,1,1,0.0,-8.0,0.0,-8.0,0,0.0
477,Bad,77.0,128,5,67.0,35,0,0,100.0,-7,7,8,36,2,17.0,0,1,1,24.0,100.0,2.0,2.0,1,29.0
478,Good,59.0,213,24,90.0,13,0,0,85.0,5,4,6,14,0,54.0,1,10,10,104.0,-8.0,2.0,1.0,2,100.0
479,Bad,67.0,234,3,96.0,43,0,0,100.0,-7,7,8,43,3,12.0,0,1,1,79.0,24.0,23.0,4.0,11,87.0
480,Bad,56.0,125,4,47.0,10,0,0,83.0,3,4,6,12,1,17.0,0,1,1,85.0,-8.0,4.0,1.0,4,71.0
482,Good,70.0,150,26,165.0,31,0,0,95.0,1,4,6,10,0,37.0,1,3,3,7.0,-8.0,4.0,2.0,0,46.0
483,Bad,66.0,134,4,44.0,13,2,2,93.0,54,6,3,15,1,53.0,0,1,1,92.0,60.0,4.0,6.0,1,91.0
484,Bad,70.0,148,2,79.0,18,0,0,90.0,26,6,6,21,1,38.0,-7,3,2,38.0,100.0,2.0,2.0,2,63.0
485,Good,87.0,228,3,68.0,31,0,0,100.0,-7,7,8,31,3,29.0,0,3,3,0.0,98.0,1.0,2.0,0,33.0
486,Good,86.0,372,14,119.0,23,0,0,96.0,49,6,6,7,0,26.0,-8,0,0,8.0,-8.0,2.0,1.0,0,50.0
487,Bad,65.0,143,7,85.0,13,0,0,93.0,11,4,6,14,2,43.0,0,0,0,73.0,76.0,3.0,3.0,2,100.0
488,Good,88.0,211,20,103.0,13,0,0,100.0,-7,7,8,14,0,57.0,-7,0,0,0.0,19.0,2.0,3.0,0,71.0
489,Good,91.0,390,22,194.0,25,0,0,100.0,-7,7,8,25,0,24.0,-8,0,0,5.0,-8.0,4.0,2.0,0,86.0
490,Good,68.0,298,4,86.0,19,4,4,89.0,53,6,6,22,2,47.0,5,1,1,6.0,85.0,2.0,3.0,0,63.0
491,Bad,84.0,106,11,64.0,22,0,0,100.0,-7,7,8,23,1,26.0,0,1,1,0.0,-8.0,0.0,-8.0,0,0.0
492,Bad,50.0,144,7,74.0,36,3,2,86.0,1,0,2,42,1,52.0,0,0,0,92.0,45.0,7.0,4.0,2,92.0
494,Bad,68.0,180,7,72.0,24,0,0,92.0,35,6,6,35,1,56.0,3,1,1,48.0,43.0,3.0,3.0,1,86.0
495,Good,80.0,261,8,104.0,22,0,0,100.0,-7,7,8,22,1,59.0,-7,1,1,39.0,76.0,3.0,2.0,1,71.0
496,Good,86.0,237,17,88.0,13,0,0,100.0,-7,7,8,14,0,43.0,-8,0,0,6.0,-8.0,2.0,2.0,0,80.0
497,Bad,47.0,204,16,100.0,25,2,2,89.0,1,0,6,28,0,21.0,-7,1,0,76.0,-8.0,9.0,1.0,3,85.0
498,Bad,68.0,377,10,81.0,16,1,0,90.0,58,6,5,21,3,29.0,0,2,1,54.0,35.0,8.0,2.0,1,85.0
499,Good,79.0,121,44,72.0,11,0,0,91.0,30,6,6,11,0,55.0,-7,0,0,11.0,-8.0,1.0,1.0,0,67.0
500,Good,79.0,49,4,62.0,28,0,0,100.0,-7,7,8,6,3,36.0,1,1,1,26.0,71.0,2.0,2.0,1,71.0
501,Good,84.0,140,5,74.0,22,0,0,100.0,-7,7,8,24,2,14.0,0,1,1,36.0,22.0,1.0,2.0,0,30.0
502,Good,76.0,188,7,56.0,24,0,0,100.0,-7,7,8,24,1,42.0,13,0,0,47.0,-8.0,5.0,1.0,1,55.0
503,Good,64.0,162,5,73.0,4,3,3,67.0,54,6,2,7,1,33.0,0,1,1,57.0,-8.0,2.0,1.0,0,100.0
504,Bad,69.0,208,5,61.0,48,1,1,98.0,36,6,3,53,6,26.0,0,3,3,78.0,93.0,8.0,4.0,3,75.0
505,Bad,60.0,159,6,69.0,15,0,0,73.0,2,4,6,22,1,33.0,13,0,0,62.0,42.0,4.0,3.0,2,88.0
506,Good,87.0,122,2,121.0,12,0,0,100.0,-7,7,8,3,3,31.0,2,2,2,6.0,-8.0,3.0,1.0,0,50.0
507,Bad,65.0,116,3,39.0,22,0,0,95.0,15,6,6,22,3,32.0,0,1,1,50.0,47.0,5.0,4.0,1,69.0
509,Good,55.0,139,3,65.0,51,0,0,98.0,2,4,6,51,3,27.0,0,11,9,80.0,-8.0,17.0,2.0,10,79.0
510,Good,77.0,147,3,72.0,29,0,0,93.0,52,6,6,30,3,37.0,0,2,2,31.0,74.0,3.0,4.0,0,70.0
511,Bad,58.0,223,3,106.0,24,2,2,89.0,0,4,3,27,5,37.0,0,1,1,31.0,93.0,4.0,4.0,0,67.0
512,Good,71.0,410,4,53.0,19,0,0,84.0,22,6,6,23,2,42.0,-7,2,2,40.0,38.0,4.0,4.0,0,75.0
513,Bad,74.0,274,2,66.0,23,0,0,100.0,-7,6,8,28,4,39.0,0,2,2,18.0,65.0,3.0,5.0,1,67.0
514,Bad,65.0,206,5,68.0,30,0,0,97.0,6,4,6,68,1,39.0,1,1,1,63.0,73.0,6.0,3.0,1,100.0
515,Good,73.0,347,6,140.0,32,0,0,100.0,-7,7,8,32,1,9.0,-8,0,0,41.0,-8.0,15.0,1.0,6,74.0
516,Good,88.0,74,2,120.0,23,0,0,100.0,-7,7,8,13,2,25.0,3,1,1,2.0,61.0,3.0,1.0,0,56.0
517,Good,81.0,206,1,103.0,30,0,0,100.0,-7,6,7,34,4,52.0,5,0,0,16.0,93.0,4.0,7.0,1,61.0
518,Good,75.0,160,17,39.0,10,0,0,100.0,-7,7,8,8,0,36.0,-7,0,0,62.0,56.0,3.0,2.0,1,100.0
519,Bad,58.0,107,16,45.0,13,1,1,79.0,3,4,2,13,0,21.0,-7,1,1,42.0,55.0,4.0,2.0,0,55.0
520,Good,77.0,90,10,41.0,3,0,0,100.0,-7,7,8,3,1,67.0,0,0,0,26.0,83.0,1.0,2.0,0,100.0
522,Good,85.0,244,21,123.0,26,0,0,100.0,-7,7,8,21,0,46.0,7,0,0,8.0,-8.0,6.0,-8.0,0,67.0
523,Good,76.0,125,1,84.0,39,0,0,100.0,-7,7,8,9,8,20.0,0,5,5,10.0,100.0,8.0,3.0,1,44.0
524,Good,86.0,191,3,77.0,38,0,0,100.0,-7,7,8,40,3,58.0,5,0,0,6.0,-8.0,4.0,2.0,1,55.0
525,Good,83.0,154,4,57.0,13,0,0,93.0,-8,6,6,14,1,43.0,0,0,0,4.0,80.0,1.0,4.0,1,45.0
526,Bad,64.0,56,40,47.0,2,2,0,50.0,20,6,5,4,0,50.0,0,0,0,-8.0,23.0,-8.0,2.0,-8,100.0
527,Good,80.0,216,6,84.0,33,0,0,100.0,-7,7,8,33,2,27.0,0,4,4,2.0,140.0,3.0,1.0,0,57.0
528,Good,71.0,155,1,71.0,24,0,0,100.0,-7,7,8,25,3,32.0,3,3,3,54.0,-8.0,3.0,1.0,1,100.0
529,Good,69.0,194,4,63.0,41,0,0,95.0,15,6,6,41,5,29.0,0,2,2,0.0,99.0,3.0,4.0,0,35.0
530,Bad,76.0,98,9,58.0,15,0,0,69.0,6,4,6,16,1,44.0,0,1,1,2.0,-8.0,2.0,3.0,1,75.0
531,Good,79.0,147,5,50.0,34,0,0,100.0,-7,7,8,34,7,15.0,0,1,1,1.0,44.0,2.0,2.0,0,18.0
532,Good,68.0,385,21,83.0,20,1,1,95.0,12,6,3,22,0,36.0,10,0,0,56.0,-8.0,6.0,2.0,2,80.0
533,Good,83.0,159,10,66.0,23,0,0,96.0,32,6,6,25,3,32.0,10,0,0,7.0,-8.0,2.0,2.0,0,80.0
534,Good,77.0,414,9,109.0,15,1,1,94.0,30,6,2,16,1,19.0,4,1,1,9.0,-8.0,2.0,-8.0,0,29.0
535,Bad,55.0,234,13,83.0,20,1,0,70.0,1,3,5,24,0,22.0,4,3,3,46.0,24.0,8.0,3.0,2,72.0
536,Good,74.0,170,2,10.0,3,0,0,100.0,-7,7,8,24,3,25.0,0,3,3,2.0,-8.0,2.0,1.0,0,75.0
537,Good,81.0,113,2,53.0,15,0,0,100.0,-7,7,8,16,3,0.0,-7,1,1,19.0,-8.0,4.0,-8.0,0,44.0
538,Good,73.0,164,17,87.0,20,1,0,91.0,23,6,5,22,0,50.0,-7,2,2,35.0,-8.0,2.0,1.0,0,43.0
539,Good,89.0,379,156,257.0,3,0,0,100.0,-7,7,8,3,0,33.0,-7,0,0,0.0,-8.0,0.0,-8.0,-8,0.0
540,Bad,63.0,110,4,38.0,4,0,0,80.0,15,6,6,5,2,60.0,0,3,3,63.0,87.0,1.0,2.0,0,100.0
541,Bad,57.0,35,7,16.0,10,0,0,100.0,-7,7,8,10,4,30.0,0,2,2,81.0,85.0,6.0,2.0,2,89.0
542,Good,76.0,270,5,97.0,19,3,3,95.0,62,6,2,5,1,35.0,5,0,0,2.0,70.0,4.0,3.0,0,58.0
543,Good,77.0,213,4,96.0,45,0,0,96.0,33,6,6,47,3,23.0,0,2,2,11.0,-8.0,4.0,-8.0,0,31.0
545,Bad,54.0,40,6,23.0,7,0,0,86.0,14,6,6,7,1,57.0,0,2,2,89.0,74.0,3.0,3.0,-8,100.0
546,Good,83.0,158,4,80.0,34,0,0,100.0,-7,7,8,10,3,21.0,11,0,0,3.0,-8.0,5.0,3.0,0,35.0
547,Bad,54.0,87,2,22.0,33,0,0,100.0,-7,7,8,34,11,24.0,-7,5,5,38.0,90.0,17.0,2.0,2,79.0
548,Bad,70.0,105,5,38.0,12,1,1,100.0,-7,7,8,13,1,17.0,0,1,1,21.0,-8.0,3.0,1.0,0,57.0
549,Good,75.0,140,7,56.0,21,0,0,100.0,-7,7,8,22,1,27.0,0,1,1,20.0,63.0,3.0,2.0,1,56.0
550,Good,83.0,157,4,94.0,19,0,0,100.0,-7,7,8,19,1,32.0,22,0,0,20.0,-8.0,2.0,1.0,1,50.0
551,Bad,56.0,419,4,61.0,31,1,0,76.0,1,4,5,33,6,30.0,0,0,0,44.0,79.0,9.0,3.0,1,80.0
552,Good,73.0,123,9,68.0,41,2,2,95.0,59,6,4,43,1,56.0,0,1,1,37.0,115.0,4.0,19.0,1,77.0
553,Bad,57.0,92,29,65.0,5,2,2,67.0,27,6,4,7,0,50.0,0,1,1,28.0,-8.0,2.0,1.0,-8,75.0
554,Bad,71.0,84,0,38.0,21,0,0,96.0,28,6,6,25,3,16.0,9,0,0,35.0,84.0,4.0,3.0,2,67.0
555,Bad,70.0,261,2,29.0,30,1,1,100.0,-7,6,8,31,8,42.0,2,1,1,6.0,98.0,3.0,3.0,0,40.0
556,Bad,61.0,232,6,77.0,9,1,0,64.0,15,6,5,11,4,36.0,4,1,1,76.0,-8.0,2.0,1.0,1,60.0
557,Bad,65.0,53,4,27.0,16,0,0,100.0,-7,7,8,16,5,44.0,0,2,2,73.0,79.0,5.0,4.0,2,100.0
558,Bad,77.0,140,2,73.0,15,0,0,88.0,12,6,6,17,2,53.0,0,1,1,17.0,64.0,2.0,4.0,-8,67.0
559,Good,81.0,170,2,65.0,23,0,0,92.0,64,6,6,24,1,33.0,0,0,0,11.0,-8.0,2.0,2.0,0,33.0
560,Good,74.0,158,2,58.0,36,1,1,97.0,-8,6,6,40,5,45.0,0,0,0,0.0,92.0,1.0,3.0,-8,57.0
561,Bad,65.0,385,4,101.0,36,0,0,84.0,4,4,6,39,3,21.0,0,0,0,16.0,85.0,9.0,2.0,1,52.0
562,Bad,90.0,324,4,110.0,13,0,0,100.0,-7,7,8,13,1,54.0,0,1,1,8.0,41.0,2.0,3.0,0,83.0
563,Good,66.0,290,6,118.0,40,1,0,86.0,21,5,5,42,2,31.0,5,0,0,79.0,76.0,11.0,2.0,5,82.0
564,Good,86.0,289,18,91.0,38,0,0,100.0,-7,7,8,38,0,13.0,0,0,0,7.0,16.0,6.0,3.0,1,41.0
565,Bad,60.0,255,2,99.0,9,1,0,50.0,4,4,5,14,1,43.0,0,1,1,64.0,56.0,4.0,4.0,2,80.0
566,Bad,69.0,51,13,27.0,4,0,0,100.0,-7,7,8,4,0,75.0,0,0,0,97.0,-8.0,1.0,1.0,-8,100.0
567,Bad,74.0,219,3,90.0,42,0,0,96.0,6,4,6,49,3,33.0,1,6,5,19.0,59.0,4.0,4.0,0,75.0
568,Bad,68.0,334,3,98.0,24,0,0,100.0,-7,7,8,42,1,21.0,2,2,2,88.0,-8.0,5.0,2.0,3,88.0
569,Good,75.0,385,5,80.0,52,1,0,98.0,23,6,5,56,2,41.0,5,1,1,15.0,67.0,9.0,3.0,0,54.0
570,Bad,74.0,236,30,93.0,17,0,0,94.0,74,6,6,18,0,29.0,0,1,1,47.0,18.0,2.0,2.0,1,50.0
571,Good,84.0,283,12,95.0,13,0,0,100.0,-7,7,8,15,0,43.0,1,3,3,8.0,53.0,1.0,2.0,0,43.0
572,Bad,59.0,207,12,56.0,15,0,0,81.0,4,4,6,16,0,69.0,0,1,1,32.0,79.0,2.0,2.0,1,80.0
575,Good,81.0,209,12,78.0,21,0,0,100.0,-7,7,8,7,0,18.0,5,1,1,12.0,40.0,6.0,2.0,1,62.0
576,Bad,68.0,199,2,90.0,28,0,0,97.0,54,6,6,29,3,34.0,1,1,1,60.0,42.0,4.0,2.0,2,67.0
577,Good,88.0,206,3,81.0,31,0,0,100.0,-7,7,8,33,3,67.0,0,1,1,26.0,88.0,2.0,6.0,0,89.0
578,Bad,66.0,290,11,136.0,20,0,0,96.0,9,4,6,23,1,43.0,0,2,2,51.0,65.0,5.0,3.0,2,90.0
579,Bad,55.0,174,19,86.0,9,1,0,70.0,2,3,5,10,0,20.0,0,0,0,50.0,75.0,3.0,1.0,3,57.0
580,Bad,65.0,96,20,88.0,16,1,1,82.0,5,0,2,8,0,29.0,-7,0,0,50.0,12.0,4.0,2.0,1,64.0
581,Bad,77.0,54,12,32.0,3,0,0,100.0,-7,7,8,4,0,33.0,-7,2,1,25.0,-8.0,2.0,-8.0,0,100.0
582,Bad,56.0,255,4,101.0,27,0,0,76.0,1,4,6,29,2,45.0,0,2,2,78.0,45.0,7.0,2.0,4,75.0
583,Good,76.0,174,12,77.0,45,0,0,98.0,-7,6,7,48,0,40.0,0,6,6,19.0,83.0,2.0,3.0,1,38.0
584,Bad,66.0,139,11,80.0,7,0,0,100.0,-7,7,8,8,1,25.0,0,0,0,86.0,-8.0,2.0,1.0,2,100.0
585,Good,74.0,206,5,88.0,47,0,0,98.0,-8,6,6,49,2,22.0,23,0,0,39.0,69.0,6.0,3.0,2,45.0
586,Good,72.0,186,4,83.0,22,1,1,80.0,12,6,3,26,1,16.0,4,1,1,68.0,27.0,4.0,2.0,2,50.0
587,Bad,75.0,278,3,93.0,17,0,0,100.0,-7,7,8,17,4,47.0,2,2,2,43.0,-8.0,3.0,-8.0,1,100.0
588,Bad,50.0,118,18,75.0,3,3,3,43.0,14,6,2,7,0,29.0,0,5,5,154.0,69.0,1.0,1.0,1,100.0
590,Good,58.0,122,4,55.0,38,1,1,98.0,2,1,3,41,5,44.0,0,3,3,4.0,94.0,3.0,3.0,0,46.0
591,Good,69.0,141,4,49.0,27,0,0,100.0,-7,7,8,28,2,33.0,-7,0,0,24.0,56.0,6.0,3.0,1,64.0
592,Good,77.0,273,3,98.0,26,0,0,96.0,6,4,6,28,1,39.0,-8,0,0,11.0,-8.0,2.0,1.0,2,33.0
593,Good,77.0,130,5,66.0,22,2,0,92.0,31,6,5,32,3,29.0,-7,3,3,8.0,100.0,1.0,3.0,0,71.0
594,Good,74.0,155,9,89.0,43,0,0,100.0,-7,7,8,10,3,14.0,9,1,1,59.0,43.0,7.0,3.0,2,63.0
595,Bad,59.0,168,3,38.0,21,0,0,100.0,-7,7,8,21,12,38.0,0,1,1,85.0,90.0,10.0,5.0,4,94.0
596,Bad,59.0,174,3,62.0,44,0,0,100.0,-7,7,8,38,5,20.0,-7,3,3,71.0,-8.0,13.0,2.0,6,75.0
597,Bad,69.0,74,72,73.0,2,1,1,100.0,-7,6,8,2,0,100.0,0,0,0,-8.0,4.0,-8.0,1.0,-8,100.0
598,Bad,65.0,369,25,145.0,40,3,3,91.0,19,6,2,45,0,36.0,0,2,2,83.0,46.0,13.0,4.0,6,89.0
599,Good,86.0,340,4,71.0,27,0,0,100.0,-7,7,8,35,2,19.0,4,1,1,14.0,83.0,8.0,1.0,0,75.0
600,Bad,68.0,178,3,85.0,21,0,0,100.0,-7,7,8,22,3,43.0,2,7,7,66.0,3.0,3.0,3.0,1,100.0
601,Good,79.0,163,4,67.0,33,0,0,97.0,41,6,6,33,1,18.0,4,1,1,16.0,-8.0,3.0,1.0,0,40.0
602,Bad,76.0,129,11,52.0,10,0,0,100.0,-7,7,8,10,1,60.0,0,1,1,6.0,95.0,2.0,3.0,-8,83.0
603,Good,69.0,191,2,70.0,28,0,0,86.0,42,6,6,29,2,21.0,13,0,0,41.0,87.0,10.0,2.0,1,67.0
604,Bad,61.0,283,6,71.0,46,0,0,96.0,1,4,6,47,2,23.0,0,2,2,30.0,-8.0,4.0,1.0,2,36.0
605,Good,69.0,402,26,139.0,15,0,0,93.0,4,4,6,15,0,53.0,0,2,2,46.0,68.0,5.0,2.0,0,100.0
606,Bad,65.0,174,9,71.0,22,0,0,74.0,4,4,6,45,1,39.0,12,0,0,28.0,99.0,7.0,6.0,1,76.0
